discipline_title,game_season,event_title,game_name,game_year
Karate,Summer,Men's Kumite +75kg,Tokyo 2020,2020
Karate,Summer,Men's Kumite -67kg,Tokyo 2020,2020
3x3 Basketball,Summer,Men,Tokyo 2020,2020
3x3 Basketball,Summer,Women,Tokyo 2020,2020
Rhythmic Gymnastics,Summer,Individual All-Around,Tokyo 2020,2020
Rhythmic Gymnastics,Summer,Group All-Around,Tokyo 2020,2020
Hockey,Summer,Men,Tokyo 2020,2020
Hockey,Summer,Women,Tokyo 2020,2020
Beach Volleyball,Summer,Women,Tokyo 2020,2020
Beach Volleyball,Summer,Men,Tokyo 2020,2020
Skeleton,Winter,Women,PyeongChang 2018,2018
Skeleton,Winter,Men,PyeongChang 2018,2018
Speed skating,Winter,Men’s 5000m,PyeongChang 2018,2018
Speed skating,Winter,Ladies’ Mass Start,PyeongChang 2018,2018
Speed skating,Winter,Men’s 500m,PyeongChang 2018,2018
Speed skating,Winter,Ladies’ 500m,PyeongChang 2018,2018
Speed skating,Winter,Men’s Team Pursuit,PyeongChang 2018,2018
Speed skating,Winter,Men’s 10000m,PyeongChang 2018,2018
Speed skating,Winter,Men’s 1500m,PyeongChang 2018,2018
Speed skating,Winter,Ladies’ 3000m,PyeongChang 2018,2018
Speed skating,Winter,Men’s 1000m,PyeongChang 2018,2018
Speed skating,Winter,Ladies’ Team Pursuit,PyeongChang 2018,2018
Speed skating,Winter,Ladies’ 5000m,PyeongChang 2018,2018
Speed skating,Winter,Ladies’ 1500m,PyeongChang 2018,2018
Speed skating,Winter,Men’s Mass Start,PyeongChang 2018,2018
Speed skating,Winter,Ladies’ 1000m,PyeongChang 2018,2018
Biathlon,Winter,2x6km Women + 2x7.5km Men Mixed Relay,PyeongChang 2018,2018
Biathlon,Winter,Men’s 20km Individual,PyeongChang 2018,2018
Biathlon,Winter,Women’s 15km Individual,PyeongChang 2018,2018
Biathlon,Winter,Men’s 10km Sprint,PyeongChang 2018,2018
Biathlon,Winter,Men’s 12.5km Pursuit,PyeongChang 2018,2018
Biathlon,Winter,Women’s 7.5km Sprint,PyeongChang 2018,2018
Biathlon,Winter,Women’s 12.5km Mass Start,PyeongChang 2018,2018
Biathlon,Winter,Men’s 4x7.5km Relay,PyeongChang 2018,2018
Biathlon,Winter,Women’s 10km Pursuit,PyeongChang 2018,2018
Biathlon,Winter,Women’s 4x6km Relay,PyeongChang 2018,2018
Biathlon,Winter,Men’s 15km Mass Start,PyeongChang 2018,2018
Snowboard,Winter,Men’s Snowboard Cross,PyeongChang 2018,2018
Snowboard,Winter,Men’s Big Air,PyeongChang 2018,2018
Snowboard,Winter,Ladies’ Slopestyle,PyeongChang 2018,2018
Snowboard,Winter,Ladies’ Snowboard Cross,PyeongChang 2018,2018
Snowboard,Winter,Ladies’ Halfpipe,PyeongChang 2018,2018
Snowboard,Winter,Ladies’ Parallel Giant Slalom,PyeongChang 2018,2018
Snowboard,Winter,Men’s Parallel Giant Slalom,PyeongChang 2018,2018
Snowboard,Winter,Men’s Halfpipe,PyeongChang 2018,2018
Snowboard,Winter,Men’s Slopestyle,PyeongChang 2018,2018
Snowboard,Winter,Ladies’ Big Air,PyeongChang 2018,2018
Freestyle Skiing,Winter,Ladies’ Ski Slopestyle,PyeongChang 2018,2018
Freestyle Skiing,Winter,Men’s Ski Halfpipe,PyeongChang 2018,2018
Freestyle Skiing,Winter,Ladies’ Aerials,PyeongChang 2018,2018
Freestyle Skiing,Winter,Ladies’ Moguls,PyeongChang 2018,2018
Freestyle Skiing,Winter,Men’s Moguls,PyeongChang 2018,2018
Freestyle Skiing,Winter,Ladies’ Ski Cross,PyeongChang 2018,2018
Freestyle Skiing,Winter,Ladies’ Ski Halfpipe,PyeongChang 2018,2018
Freestyle Skiing,Winter,Men’s Ski Cross,PyeongChang 2018,2018
Freestyle Skiing,Winter,Men’s Aerials,PyeongChang 2018,2018
Freestyle Skiing,Winter,Men’s Ski Slopestyle,PyeongChang 2018,2018
Nordic Combined,Winter,Individual Gundersen Large Hill/10km,PyeongChang 2018,2018
Nordic Combined,Winter,Team Gundersen Large Hill/4x5km,PyeongChang 2018,2018
Nordic Combined,Winter,Individual Gundersen Normal Hill/10km,PyeongChang 2018,2018
Curling,Winter,Women,PyeongChang 2018,2018
Curling,Winter,Mixed Doubles,PyeongChang 2018,2018
Curling,Winter,Men,PyeongChang 2018,2018
Figure skating,Winter,Team event,PyeongChang 2018,2018
Figure skating,Winter,Ice Dance,PyeongChang 2018,2018
Figure skating,Winter,Pair Skating,PyeongChang 2018,2018
Figure skating,Winter,Men's Single Skating,PyeongChang 2018,2018
Figure skating,Winter,Ladies' Single Skating,PyeongChang 2018,2018
Ski Jumping,Winter,Men’s Large Hill Individual,PyeongChang 2018,2018
Ski Jumping,Winter,Ladies’ Normal Hill Individual,PyeongChang 2018,2018
Ski Jumping,Winter,Men’s Team,PyeongChang 2018,2018
Ski Jumping,Winter,Men’s Normal Hill Individual,PyeongChang 2018,2018
Short Track,Winter,Ladies’ 1000m,PyeongChang 2018,2018
Short Track,Winter,Ladies’ 1500m,PyeongChang 2018,2018
Short Track,Winter,Ladies’ 500m,PyeongChang 2018,2018
Short Track,Winter,Men’s 5000m Relay,PyeongChang 2018,2018
Short Track,Winter,Men’s 1000m,PyeongChang 2018,2018
Short Track,Winter,Men’s 500m,PyeongChang 2018,2018
Short Track,Winter,Ladies’ 3000m Relay,PyeongChang 2018,2018
Short Track,Winter,Men’s 1500m,PyeongChang 2018,2018
Alpine Skiing,Winter,Ladies’ Alpine Combined,PyeongChang 2018,2018
Alpine Skiing,Winter,Men’s Alpine Combined,PyeongChang 2018,2018
Alpine Skiing,Winter,Men’s Giant Slalom,PyeongChang 2018,2018
Alpine Skiing,Winter,Men’s Slalom,PyeongChang 2018,2018
Alpine Skiing,Winter,Men’s Super-G,PyeongChang 2018,2018
Alpine Skiing,Winter,Ladies’ Slalom,PyeongChang 2018,2018
Alpine Skiing,Winter,Ladies’ Giant Slalom,PyeongChang 2018,2018
Alpine Skiing,Winter,Ladies’ Downhill,PyeongChang 2018,2018
Alpine Skiing,Winter,Men’s Downhill,PyeongChang 2018,2018
Alpine Skiing,Winter,Ladies’ Super-G,PyeongChang 2018,2018
Alpine Skiing,Winter,Alpine Team Event,PyeongChang 2018,2018
Luge,Winter,Women’s Singles,PyeongChang 2018,2018
Luge,Winter,Team Relay,PyeongChang 2018,2018
Luge,Winter,Men’s Singles,PyeongChang 2018,2018
Luge,Winter,Doubles,PyeongChang 2018,2018
Ice Hockey,Winter,Women,PyeongChang 2018,2018
Ice Hockey,Winter,Men,PyeongChang 2018,2018
Cross Country Skiing,Winter,Ladies’ 4x5km Relay,PyeongChang 2018,2018
Cross Country Skiing,Winter,Men’s Sprint Classic,PyeongChang 2018,2018
Cross Country Skiing,Winter,Men’s 15km Free,PyeongChang 2018,2018
Cross Country Skiing,Winter,Men’s 4x10km Relay,PyeongChang 2018,2018
Cross Country Skiing,Winter,Ladies’ 10km Free,PyeongChang 2018,2018
Cross Country Skiing,Winter,Men’s 15km+15km Skiathlon,PyeongChang 2018,2018
Cross Country Skiing,Winter,Men’s 50km Mass Start Classic,PyeongChang 2018,2018
Cross Country Skiing,Winter,Ladies’ 7.5km+7.5km Skiathlon,PyeongChang 2018,2018
Cross Country Skiing,Winter,Ladies’ Team Sprint Free,PyeongChang 2018,2018
Cross Country Skiing,Winter,Ladies’ Sprint Classic,PyeongChang 2018,2018
Cross Country Skiing,Winter,Men’s Team Sprint Free,PyeongChang 2018,2018
Cross Country Skiing,Winter,Ladies’ 30km Mass Start Classic,PyeongChang 2018,2018
Bobsleigh,Winter,Women’s Bobsleigh,PyeongChang 2018,2018
Bobsleigh,Winter,Four-man,PyeongChang 2018,2018
Bobsleigh,Winter,Two-man,PyeongChang 2018,2018
Cycling BMX,Summer,Individual women,Rio 2016,2016
Cycling BMX,Summer,Individual men,Rio 2016,2016
Golf,Summer,Individual men,Rio 2016,2016
Golf,Summer,Individual women,Rio 2016,2016
Basketball,Summer,basketball men,Rio 2016,2016
Basketball,Summer,basketball women,Rio 2016,2016
Rugby,Summer,rugby-7 men,Rio 2016,2016
Rugby,Summer,rugby-7 women,Rio 2016,2016
Gymnastics Rhythmic,Summer,Group All-Around women,Rio 2016,2016
Gymnastics Rhythmic,Summer,Individual All-Around women,Rio 2016,2016
Fencing,Summer,épée individual women,Rio 2016,2016
Fencing,Summer,foil individual men,Rio 2016,2016
Fencing,Summer,sabre individual women,Rio 2016,2016
Fencing,Summer,foil individual women,Rio 2016,2016
Fencing,Summer,sabre team women,Rio 2016,2016
Fencing,Summer,épée team women,Rio 2016,2016
Fencing,Summer,sabre individual men,Rio 2016,2016
Fencing,Summer,épée individual men,Rio 2016,2016
Fencing,Summer,épée team men,Rio 2016,2016
Fencing,Summer,foil team men,Rio 2016,2016
Football,Summer,football women,Rio 2016,2016
Football,Summer,football men,Rio 2016,2016
Modern Pentathlon,Summer,Individual Competition women,Rio 2016,2016
Modern Pentathlon,Summer,Individual competition men,Rio 2016,2016
Equestrian Jumping,Summer,Jumping Team mixed,Rio 2016,2016
Equestrian Jumping,Summer,Jumping Individual mixed,Rio 2016,2016
Shooting,Summer,25m pistol (30+30 shots) women,Rio 2016,2016
Shooting,Summer,25m rapid fire pistol 60 shots men,Rio 2016,2016
Shooting,Summer,50m pistol 60 shots men,Rio 2016,2016
Shooting,Summer,50m rifle 3 positions 3x40 shots men,Rio 2016,2016
Shooting,Summer,double trap 150 targets men,Rio 2016,2016
Shooting,Summer,10m Air Pistol women,Rio 2016,2016
Shooting,Summer,Trap women,Rio 2016,2016
Shooting,Summer,10m Air Rifle women,Rio 2016,2016
Shooting,Summer,Skeet women,Rio 2016,2016
Shooting,Summer,skeet (125 targets) men,Rio 2016,2016
Shooting,Summer,10m air pistol 60 shots men,Rio 2016,2016
Shooting,Summer,10m air rifle 60 shots men,Rio 2016,2016
Shooting,Summer,trap 125 targets men,Rio 2016,2016
Shooting,Summer,50m rifle prone 60 shots men,Rio 2016,2016
Shooting,Summer,50m Rifle 3 Positions women,Rio 2016,2016
Cycling Track,Summer,sprint women,Rio 2016,2016
Cycling Track,Summer,Team Pursuit 3000m women,Rio 2016,2016
Cycling Track,Summer,Team sprint women,Rio 2016,2016
Cycling Track,Summer,Omnium men,Rio 2016,2016
Cycling Track,Summer,Team Pursuit 4000m men,Rio 2016,2016
Cycling Track,Summer,Keirin women,Rio 2016,2016
Cycling Track,Summer,Omnium women,Rio 2016,2016
Cycling Track,Summer,Team sprint men,Rio 2016,2016
Cycling Track,Summer,Keirin men,Rio 2016,2016
Cycling Track,Summer,Sprint individual men,Rio 2016,2016
Athletics,Summer,hammer throw men,Rio 2016,2016
Athletics,Summer,1500m women,Rio 2016,2016
Athletics,Summer,high jump men,Rio 2016,2016
Athletics,Summer,800m men,Rio 2016,2016
Athletics,Summer,hammer throw women,Rio 2016,2016
Athletics,Summer,100m men,Rio 2016,2016
Athletics,Summer,50km walk men,Rio 2016,2016
Athletics,Summer,4x400m relay women,Rio 2016,2016
Athletics,Summer,pole vault men,Rio 2016,2016
Athletics,Summer,3000m steeplechase women,Rio 2016,2016
Athletics,Summer,marathon women,Rio 2016,2016
Athletics,Summer,decathlon men,Rio 2016,2016
Athletics,Summer,100m hurdles women,Rio 2016,2016
Athletics,Summer,1500m men,Rio 2016,2016
Athletics,Summer,discus throw men,Rio 2016,2016
Athletics,Summer,pole vault women,Rio 2016,2016
Athletics,Summer,10000m women,Rio 2016,2016
Athletics,Summer,shot put women,Rio 2016,2016
Athletics,Summer,200m men,Rio 2016,2016
Athletics,Summer,shot put men,Rio 2016,2016
Athletics,Summer,heptathlon women,Rio 2016,2016
Athletics,Summer,5000m women,Rio 2016,2016
Athletics,Summer,javelin throw men,Rio 2016,2016
Athletics,Summer,triple jump women,Rio 2016,2016
Athletics,Summer,marathon men,Rio 2016,2016
Athletics,Summer,400m hurdles men,Rio 2016,2016
Athletics,Summer,long jump women,Rio 2016,2016
Athletics,Summer,4x400m relay men,Rio 2016,2016
Athletics,Summer,4x100m relay women,Rio 2016,2016
Athletics,Summer,triple jump men,Rio 2016,2016
Athletics,Summer,400m men,Rio 2016,2016
Athletics,Summer,discus throw women,Rio 2016,2016
Athletics,Summer,100m women,Rio 2016,2016
Athletics,Summer,4x100m relay men,Rio 2016,2016
Athletics,Summer,high jump women,Rio 2016,2016
Athletics,Summer,20km walk men,Rio 2016,2016
Athletics,Summer,110m hurdles men,Rio 2016,2016
Athletics,Summer,javelin throw women,Rio 2016,2016
Athletics,Summer,400m hurdles women,Rio 2016,2016
Athletics,Summer,3000m steeplechase men,Rio 2016,2016
Athletics,Summer,long jump men,Rio 2016,2016
Athletics,Summer,200m women,Rio 2016,2016
Athletics,Summer,20km race walk women,Rio 2016,2016
Athletics,Summer,5000m men,Rio 2016,2016
Athletics,Summer,800m women,Rio 2016,2016
Athletics,Summer,10000m men,Rio 2016,2016
Athletics,Summer,400m women,Rio 2016,2016
Beach Volleyball,Summer,Beach volleyball women,Rio 2016,2016
Beach Volleyball,Summer,Beach volleyball men,Rio 2016,2016
Weightlifting,Summer,75kg women,Rio 2016,2016
Weightlifting,Summer,63kg women,Rio 2016,2016
Weightlifting,Summer,105kg heavyweight men,Rio 2016,2016
Weightlifting,Summer,-56kg (bantamweight) men,Rio 2016,2016
Weightlifting,Summer,53kg women,Rio 2016,2016
Weightlifting,Summer,85kg men,Rio 2016,2016
Weightlifting,Summer,62kg featherweight men,Rio 2016,2016
Weightlifting,Summer,+105kg men,Rio 2016,2016
Weightlifting,Summer,94kg men,Rio 2016,2016
Weightlifting,Summer,69kg women,Rio 2016,2016
Weightlifting,Summer,+75kg women,Rio 2016,2016
Weightlifting,Summer,69kg men,Rio 2016,2016
Weightlifting,Summer,58kg women,Rio 2016,2016
Weightlifting,Summer,77kg men,Rio 2016,2016
Weightlifting,Summer,48kg women,Rio 2016,2016
Canoe Sprint,Summer,K-1 200m (kayak single) men,Rio 2016,2016
Canoe Sprint,Summer,K-2 500m (kayak double) women,Rio 2016,2016
Canoe Sprint,Summer,K-1 500m (kayak single) women,Rio 2016,2016
Canoe Sprint,Summer,K-2 1000m (kayak double) men,Rio 2016,2016
Canoe Sprint,Summer,K-4 500m (kayak four) women,Rio 2016,2016
Canoe Sprint,Summer,C-1 200m (canoe single) men,Rio 2016,2016
Canoe Sprint,Summer,K-2 200m (kayak double) men,Rio 2016,2016
Canoe Sprint,Summer,K-1 200m (kayak single) women,Rio 2016,2016
Canoe Sprint,Summer,K-1 1000m (kayak single) men,Rio 2016,2016
Canoe Sprint,Summer,C-2 1000m (canoe double) men,Rio 2016,2016
Canoe Sprint,Summer,K-4 1000m (kayak four) men,Rio 2016,2016
Canoe Sprint,Summer,C-1 1000m (canoe single) men,Rio 2016,2016
Water Polo,Summer,water polo men,Rio 2016,2016
Water Polo,Summer,water polo women,Rio 2016,2016
Rowing,Summer,lightweight double sculls 2x men,Rio 2016,2016
Rowing,Summer,four without coxswain 4 men,Rio 2016,2016
Rowing,Summer,double sculls 2x men,Rio 2016,2016
Rowing,Summer,single sculls 1x men,Rio 2016,2016
Rowing,Summer,double sculls 2x women,Rio 2016,2016
Rowing,Summer,quadruple sculls without coxswain (4x) women,Rio 2016,2016
Rowing,Summer,lightweight coxless four 4 men,Rio 2016,2016
Rowing,Summer,eight with coxswain 8 men,Rio 2016,2016
Rowing,Summer,eight with coxswain 8 women,Rio 2016,2016
Rowing,Summer,single sculls 1x women,Rio 2016,2016
Rowing,Summer,lightweight double sculls 2x women,Rio 2016,2016
Rowing,Summer,pair without coxswain 2 men,Rio 2016,2016
Rowing,Summer,pair without coxswain 2 women,Rio 2016,2016
Rowing,Summer,quadruple sculls without coxswain (4x) men,Rio 2016,2016
Cycling Mountain Bike,Summer,cross-country women,Rio 2016,2016
Cycling Mountain Bike,Summer,cross-country men,Rio 2016,2016
Archery,Summer,team competition women,Rio 2016,2016
Archery,Summer,Individual competition men,Rio 2016,2016
Archery,Summer,Individual Competition women,Rio 2016,2016
Archery,Summer,team competition men,Rio 2016,2016
Gymnastics Artistic,Summer,horizontal bar men,Rio 2016,2016
Gymnastics Artistic,Summer,floor exercises men,Rio 2016,2016
Gymnastics Artistic,Summer,rings men,Rio 2016,2016
Gymnastics Artistic,Summer,uneven bars women,Rio 2016,2016
Gymnastics Artistic,Summer,team competition men,Rio 2016,2016
Gymnastics Artistic,Summer,floor exercises women,Rio 2016,2016
Gymnastics Artistic,Summer,parallel bars men,Rio 2016,2016
Gymnastics Artistic,Summer,balance beam women,Rio 2016,2016
Gymnastics Artistic,Summer,vault women,Rio 2016,2016
Gymnastics Artistic,Summer,pommel horse men,Rio 2016,2016
Gymnastics Artistic,Summer,vault men,Rio 2016,2016
Gymnastics Artistic,Summer,individual all-round women,Rio 2016,2016
Gymnastics Artistic,Summer,individual all-round men,Rio 2016,2016
Gymnastics Artistic,Summer,team competition women,Rio 2016,2016
Marathon Swimming,Summer,Marathon - 10 km men,Rio 2016,2016
Marathon Swimming,Summer,Marathon - 10 km women,Rio 2016,2016
Boxing,Summer,+ 91kg (super heavyweight) men,Rio 2016,2016
Boxing,Summer,75 - 81kg (light-heavyweight) men,Rio 2016,2016
Boxing,Summer,46-49kg men,Rio 2016,2016
Boxing,Summer,52kg men,Rio 2016,2016
Boxing,Summer,60 kg light women,Rio 2016,2016
Boxing,Summer,81-91kg heavyweight men,Rio 2016,2016
Boxing,Summer,69 - 75 kg men,Rio 2016,2016
Boxing,Summer,64 - 69 kg men,Rio 2016,2016
Boxing,Summer,51 kg fly women,Rio 2016,2016
Boxing,Summer,75 kg middle women,Rio 2016,2016
Boxing,Summer,56kg men,Rio 2016,2016
Boxing,Summer,60 - 64 kg men,Rio 2016,2016
Boxing,Summer,57-60kg lightweight men,Rio 2016,2016
Canoe Slalom,Summer,K-1 (kayak single) men,Rio 2016,2016
Canoe Slalom,Summer,K-1 (kayak single) women,Rio 2016,2016
Canoe Slalom,Summer,C-1 (canoe single) men,Rio 2016,2016
Canoe Slalom,Summer,C-2 (canoe double) men,Rio 2016,2016
Wrestling,Summer,Freestyle 48 kg women,Rio 2016,2016
Wrestling,Summer,Freestyle 69 kg women,Rio 2016,2016
Wrestling,Summer,Freestyle 86 kg men,Rio 2016,2016
Wrestling,Summer,Greco-Roman 59 kg men,Rio 2016,2016
Wrestling,Summer,Freestyle 53 kg women,Rio 2016,2016
Wrestling,Summer,Greco-Roman 85kg men,Rio 2016,2016
Wrestling,Summer,Greco-Roman 130 kg men,Rio 2016,2016
Wrestling,Summer,Freestyle 75 kg women,Rio 2016,2016
Wrestling,Summer,Freestyle 65 kg men,Rio 2016,2016
Wrestling,Summer,Greco-Roman 98 kg men,Rio 2016,2016
Wrestling,Summer,Freestyle 58 kg women,Rio 2016,2016
Wrestling,Summer,Freestyle 125 kg men,Rio 2016,2016
Wrestling,Summer,Freestyle 63 kg women,Rio 2016,2016
Wrestling,Summer,Greco-Roman 75 kg men,Rio 2016,2016
Wrestling,Summer,Freestyle 57 kg men,Rio 2016,2016
Wrestling,Summer,Greco-Roman 66 kg men,Rio 2016,2016
Wrestling,Summer,Freestyle 97 kg men,Rio 2016,2016
Wrestling,Summer,Freestyle 74 kg men,Rio 2016,2016
Synchronized Swimming,Summer,duet women,Rio 2016,2016
Synchronized Swimming,Summer,team women,Rio 2016,2016
Volleyball,Summer,volleyball women,Rio 2016,2016
Volleyball,Summer,volleyball men,Rio 2016,2016
Sailing,Summer,470 - Two Person Dinghy men,Rio 2016,2016
Sailing,Summer,Laser - One Person Dinghy men,Rio 2016,2016
Sailing,Summer,49er FX Women women,Rio 2016,2016
Sailing,Summer,RS:X - Windsurfer women,Rio 2016,2016
Sailing,Summer,RS:X - Windsurfer men,Rio 2016,2016
Sailing,Summer,470 - Two Person Dinghy women,Rio 2016,2016
Sailing,Summer,Finn - One Person Dinghy (Heavyweight) men,Rio 2016,2016
Sailing,Summer,49er - Skiff men,Rio 2016,2016
Sailing,Summer,Nacra 17 Mixed mixed,Rio 2016,2016
Sailing,Summer,Laser Radial - One Person Dinghy women,Rio 2016,2016
Trampoline,Summer,Individual men,Rio 2016,2016
Trampoline,Summer,Individual women,Rio 2016,2016
Hockey,Summer,hockey women,Rio 2016,2016
Hockey,Summer,hockey men,Rio 2016,2016
Cycling Road,Summer,individual road race men,Rio 2016,2016
Cycling Road,Summer,individual time trial women,Rio 2016,2016
Cycling Road,Summer,individual road race women,Rio 2016,2016
Cycling Road,Summer,individual time trial men,Rio 2016,2016
Handball,Summer,handball men,Rio 2016,2016
Handball,Summer,handball women,Rio 2016,2016
Diving,Summer,synchronized diving 10m platform women,Rio 2016,2016
Diving,Summer,10m platform women,Rio 2016,2016
Diving,Summer,3m springboard men,Rio 2016,2016
Diving,Summer,synchronized diving 10m platform men,Rio 2016,2016
Diving,Summer,10m platform men,Rio 2016,2016
Diving,Summer,synchronized diving 3m springboard men,Rio 2016,2016
Diving,Summer,synchronized diving 3m springboard women,Rio 2016,2016
Diving,Summer,3m springboard women,Rio 2016,2016
Badminton,Summer,Doubles mixed,Rio 2016,2016
Badminton,Summer,Singles men,Rio 2016,2016
Badminton,Summer,doubles men,Rio 2016,2016
Badminton,Summer,Singles women,Rio 2016,2016
Badminton,Summer,doubles women,Rio 2016,2016
Table Tennis,Summer,Singles men,Rio 2016,2016
Table Tennis,Summer,Singles women,Rio 2016,2016
Table Tennis,Summer,Team men,Rio 2016,2016
Table Tennis,Summer,team women,Rio 2016,2016
Judo,Summer,70 - 78kg (half-heavyweight) women,Rio 2016,2016
Judo,Summer,- 48 kg women,Rio 2016,2016
Judo,Summer,60 - 66kg (half-lightweight) men,Rio 2016,2016
Judo,Summer,63  70kg middleweight women,Rio 2016,2016
Judo,Summer,52  57kg lightweight women,Rio 2016,2016
Judo,Summer,81  90kg middleweight men,Rio 2016,2016
Judo,Summer,+ 100kg (heavyweight) men,Rio 2016,2016
Judo,Summer,90 - 100kg (half-heavyweight) men,Rio 2016,2016
Judo,Summer,- 60 kg men,Rio 2016,2016
Judo,Summer,73 - 81kg (half-middleweight) men,Rio 2016,2016
Judo,Summer,57 - 63kg (half-middleweight) women,Rio 2016,2016
Judo,Summer,+ 78kg (heavyweight) women,Rio 2016,2016
Judo,Summer,66  73kg lightweight men,Rio 2016,2016
Judo,Summer,48 - 52kg (half-lightweight) women,Rio 2016,2016
Equestrian Eventing,Summer,Eventing Team mixed,Rio 2016,2016
Equestrian Eventing,Summer,Eventing Individual mixed,Rio 2016,2016
Taekwondo,Summer,+ 80 kg men,Rio 2016,2016
Taekwondo,Summer,58 - 68 kg men,Rio 2016,2016
Taekwondo,Summer,68 - 80 kg men,Rio 2016,2016
Taekwondo,Summer,- 58 kg men,Rio 2016,2016
Taekwondo,Summer,- 49 kg women,Rio 2016,2016
Taekwondo,Summer,57 - 67 kg women,Rio 2016,2016
Taekwondo,Summer,49 - 57 kg women,Rio 2016,2016
Taekwondo,Summer,+ 67 kg women,Rio 2016,2016
Swimming,Summer,100m backstroke women,Rio 2016,2016
Swimming,Summer,4x200m freestyle relay men,Rio 2016,2016
Swimming,Summer,4x100m medley relay women,Rio 2016,2016
Swimming,Summer,200m individual medley men,Rio 2016,2016
Swimming,Summer,200m breaststroke women,Rio 2016,2016
Swimming,Summer,100m breaststroke women,Rio 2016,2016
Swimming,Summer,4x100m medley relay men,Rio 2016,2016
Swimming,Summer,4x200m freestyle relay women,Rio 2016,2016
Swimming,Summer,400m individual medley women,Rio 2016,2016
Swimming,Summer,4x100m freestyle relay women,Rio 2016,2016
Swimming,Summer,400m individual medley men,Rio 2016,2016
Swimming,Summer,4x100m freestyle men,Rio 2016,2016
Swimming,Summer,100m breaststroke men,Rio 2016,2016
Swimming,Summer,400m freestyle women,Rio 2016,2016
Swimming,Summer,200m freestyle women,Rio 2016,2016
Swimming,Summer,200m butterfly men,Rio 2016,2016
Swimming,Summer,200m butterfly women,Rio 2016,2016
Swimming,Summer,200m backstroke women,Rio 2016,2016
Swimming,Summer,800m freestyle women,Rio 2016,2016
Swimming,Summer,100m butterfly women,Rio 2016,2016
Swimming,Summer,200m backstroke men,Rio 2016,2016
Swimming,Summer,50m freestyle men,Rio 2016,2016
Swimming,Summer,100m freestyle men,Rio 2016,2016
Swimming,Summer,200m individual medley women,Rio 2016,2016
